,location,total_sqft,bath,price,bhk
498,Ambedkar Nagar,1425.0,2.0,94.0,2
499,Ambedkar Nagar,2395.0,4.0,150.0,3
500,Amruthahalli,900.0,2.0,40.0,2
501,Amruthahalli,1200.0,2.0,55.0,2
502,Amruthahalli,4400.0,3.0,475.0,2
503,Amruthahalli,1900.0,3.0,135.0,3
504,Amruthahalli,924.0,2.0,45.0,2
505,Amruthahalli,900.0,2.0,60.0,2
506,Amruthahalli,1100.0,2.0,45.0,2
507,Amruthahalli,1200.0,2.0,55.0,2
508,Amruthahalli,1350.0,2.0,63.0,3
509,Amruthahalli,1200.0,5.0,200.0,3
510,Amruthahalli,1605.0,3.0,65.0,3
511,Amruthahalli,1700.0,3.0,77.0,3
512,Amruthahalli,1450.0,2.0,85.0,3
513,Amruthahalli,1200.0,2.0,55.0,2
514,Amruthahalli,1250.0,2.0,79.0,2
515,Amruthahalli,1190.0,2.0,50.0,2
516,Amruthahalli,1202.0,2.0,65.0,2
517,Amruthahalli,1340.0,2.0,75.0,2
518,Amruthahalli,2650.0,4.0,175.0,3
519,Amruthahalli,1450.0,2.0,90.0,3
520,Amruthahalli,1025.0,2.0,42.0,2
521,Amruthahalli,485.0,1.0,19.5,1
522,Amruthahalli,600.0,1.0,55.0,1
523,Anandapura,1167.0,2.0,43.76,2
524,Anandapura,1000.0,2.0,55.0,2
525,Anandapura,1141.0,2.0,42.79,2
526,Anandapura,900.0,2.0,64.0,2
527,Anandapura,1475.0,2.0,50.0,4
528,Anandapura,1576.0,3.0,59.1,3
529,Anandapura,1200.0,2.0,67.0,2
530,Anandapura,1200.0,2.0,58.0,2
531,Anandapura,1151.0,2.0,43.1,2
532,Anandapura,1141.0,2.0,42.75,2
533,Anandapura,900.0,2.0,48.0,2
534,Anandapura,1749.0,4.0,90.0,4
535,Anandapura,1151.0,2.0,42.9,2
536,Anandapura,1576.0,3.0,58.0,3
537,Anandapura,1250.0,2.0,45.0,2
538,Anandapura,875.0,2.0,57.0,2
539,Anandapura,1151.0,2.0,43.16,2
540,Anandapura,1200.0,2.0,58.0,2
541,Anandapura,616.0,3.0,45.0,2
542,Anandapura,1200.0,2.0,66.0,3
543,Anandapura,1415.0,2.0,74.0,3
544,Anandapura,1200.0,2.0,50.0,2
545,Anandapura,1141.0,2.0,50.0,2
546,Anandapura,1576.0,3.0,58.7,3
547,Ananth Nagar,500.0,1.0,14.0,1
548,Ananth Nagar,1100.0,2.0,31.5,2
549,Ananth Nagar,982.0,2.0,24.55,2
550,Ananth Nagar,500.0,2.0,14.0,1
551,Ananth Nagar,1109.0,2.0,60.0,2
552,Ananth Nagar,1200.0,2.0,65.0,3
553,Ananth Nagar,900.0,2.0,22.5,2
554,Ananth Nagar,908.0,2.0,26.0,2
555,Ananth Nagar,870.0,2.0,36.0,2
556,Ananth Nagar,937.0,2.0,35.0,2
557,Ananth Nagar,1200.0,3.0,87.0,4
558,Ananth Nagar,960.0,2.0,37.0,2
559,Ananth Nagar,500.0,1.0,14.0,1
560,Ananth Nagar,1000.0,2.0,29.7,2
561,Ananth Nagar,850.0,2.0,25.99,2
562,Ananth Nagar,902.0,2.0,25.26,2
563,Ananth Nagar,1470.0,3.0,54.0,3
564,Ananth Nagar,810.0,2.0,25.5,2
565,Ananth Nagar,890.0,2.0,27.0,2
566,Ananth Nagar,1200.0,2.0,36.0,2
567,Ananth Nagar,1319.0,3.0,37.75,3
568,Ananth Nagar,1319.0,3.0,42.0,3
569,Ananth Nagar,1000.0,2.0,25.0,2
570,Ananth Nagar,902.0,2.0,25.0,2
571,Ananth Nagar,930.0,2.0,25.99,2
572,Ananth Nagar,1074.0,2.0,26.85,2
573,Ananth Nagar,500.0,1.0,14.0,1
574,Ananth Nagar,1010.0,2.0,38.0,2
575,Ananth Nagar,992.0,2.0,24.8,2
576,Anekal,1200.0,1.0,36.0,2
577,Anekal,656.0,2.0,22.0,2
578,Anekal,620.0,2.0,22.0,2
579,Anekal,600.0,1.0,16.5,1
580,Anekal,925.0,2.0,40.0,2
581,Anekal,530.0,1.0,18.0,1
582,Anekal,1800.0,3.0,68.0,3
583,Anekal,1200.0,1.0,36.0,2
584,Anekal,351.0,1.0,16.0,1
585,Anekal,1035.0,2.0,38.3,2
586,Anekal,888.0,2.0,34.0,2
587,Anekal,1200.0,2.0,36.1,2
588,Anekal,700.0,1.0,19.4,2
589,Anekal,1200.0,1.0,36.0,2
590,Anekal,997.0,3.0,55.0,3
591,Anekal,1200.0,2.0,36.0,4
592,Anekal,1500.0,4.0,99.0,3
593,Anekal,766.0,2.0,28.0,2
594,Anekal,967.0,2.0,45.0,3
595,Anekal,620.0,1.0,23.5,2
596,Anekal,1453.0,2.0,16.5,2
597,Anekal,1150.0,3.0,45.0,3
598,Anekal,1200.0,1.0,36.0,2
599,Anekal,1200.0,1.0,36.0,2
600,Anekal,400.0,1.0,11.5,1
601,Anekal,456.0,1.0,15.0,1
602,Anekal,1200.0,1.0,36.0,2
603,Anekal,1200.0,1.0,36.0,2
604,Anekal,2400.0,4.0,95.0,3
605,Anekal,1200.0,2.0,36.1,2
606,Anekal,1733.5,3.0,120.0,3
607,Anekal,1200.0,2.0,36.1,2
608,Anekal,680.0,1.0,21.0,2
609,Anekal,420.0,1.0,12.5,1
610,Anekal,614.0,1.0,28.0,2
611,Anekal,1140.0,2.0,52.0,2
612,Anekal,625.0,1.0,25.0,2
613,Anjanapura,1500.0,3.0,139.0,3
614,Anjanapura,1850.0,4.0,86.0,4
615,Anjanapura,1070.0,2.0,39.0,2
616,Anjanapura,1500.0,3.0,121.0,3
617,Anjanapura,1070.0,2.0,37.0,2
618,Anjanapura,600.0,2.0,55.0,1
619,Anjanapura,950.0,2.0,40.0,2
620,Anjanapura,1280.0,2.0,45.0,3
621,Anjanapura,710.0,2.0,25.0,2
622,Anjanapura,1347.0,2.0,37.72,3
623,Anjanapura,950.0,2.0,32.0,2
624,Anjanapura,1200.0,3.0,165.0,3
625,Anjanapura,1800.0,4.0,55.0,4
626,Anjanapura,1843.0,3.0,87.54,3
627,Anjanapura,1076.0,2.0,30.13,2
628,Anjanapura,950.0,2.0,30.0,2
629,Ardendale,1100.0,2.0,43.25,2
630,Ardendale,1750.0,3.0,100.0,3
631,Ardendale,3198.0,4.0,200.0,4
632,Ardendale,2422.0,4.0,160.0,4
633,Ardendale,1750.0,3.0,100.0,3
634,Ardendale,3200.0,4.0,205.0,4
635,Ardendale,1728.0,3.0,95.0,3
636,Ardendale,1100.0,2.0,48.0,2
637,Ardendale,4355.0,3.0,350.0,5
638,Ardendale,3198.0,4.0,250.0,4
639,Ardendale,2062.0,3.0,140.0,4
640,Ardendale,1732.46,3.0,92.0,3
641,Ardendale,2062.0,3.0,150.0,4
642,Ardendale,2800.0,4.0,140.0,4
643,Ardendale,1224.0,2.0,70.0,2
644,Ardendale,1777.26,3.0,105.0,3
645,Ardendale,1650.0,3.0,82.0,3
646,Ardendale,2062.0,3.0,140.0,4
647,Ardendale,1650.0,3.0,82.0,3
648,Ardendale,1224.0,2.0,67.0,2
649,Ardendale,1723.0,3.0,95.0,3
650,Ardendale,1777.26,3.0,89.0,3
651,Ardendale,1777.26,3.0,92.0,3
652,Ardendale,2500.0,3.0,250.0,3
653,Arekere,1222.0,2.0,45.0,2
654,Arekere,2060.0,3.0,140.0,3
655,Arekere,920.0,2.0,40.0,2
656,Arekere,1740.0,2.0,95.0,3
657,Arekere,1190.0,2.0,55.0,2
658,Arekere,600.0,1.0,28.0,1
659,Arekere,2072.0,3.0,108.0,3
660,Arekere,1100.0,2.0,55.0,2
661,Arekere,1445.0,2.0,125.0,3
662,Arekere,900.0,2.0,50.0,2
663,Arekere,2060.0,3.0,150.0,3
664,Arekere,2710.0,6.0,142.0,4
665,Arekere,2400.0,3.0,180.0,3
666,Arekere,1240.0,2.0,60.0,2
667,Arekere,900.0,2.0,44.5,2
668,Attibele,450.0,1.0,11.0,1
669,Attibele,1600.0,4.0,52.8,4
670,Attibele,656.0,2.0,25.0,2
671,Attibele,400.0,1.0,11.0,1
672,Attibele,400.0,1.0,12.0,1
673,Attibele,400.0,1.0,14.0,1
674,Attibele,500.0,1.0,17.0,1
675,Attibele,2168.0,4.0,95.0,4
676,Attibele,395.0,1.0,10.25,1
677,Attibele,3640.0,4.0,275.0,4
678,Attibele,420.0,1.0,17.0,1
679,Attibele,1639.0,2.0,40.98,3
680,Attibele,418.0,1.0,12.0,1
681,Attibele,1350.0,3.0,85.0,3
682,Attibele,1200.0,2.0,42.0,2
683,Attibele,400.0,1.0,10.0,1
684,Attibele,695.0,1.0,25.0,2
685,Attibele,850.0,1.0,25.0,2
686,Attibele,2400.0,3.0,120.0,3
687,Attibele,450.0,1.0,12.5,1
688,Attibele,995.0,1.0,24.88,2
689,Attibele,900.0,1.0,25.0,2
690,Attibele,1174.0,2.0,29.35,2
691,Attibele,782.0,1.0,19.55,1
692,Attibele,1175.0,2.0,29.38,2
693,Attibele,656.0,2.0,25.0,2
694,Attibele,400.0,1.0,11.5,1
695,Attibele,460.0,1.0,13.0,1
696,Attibele,418.0,2.0,11.5,1
697,Attibele,1000.0,2.0,42.0,2
698,Attibele,550.0,1.0,11.5,1
699,Attibele,1000.0,3.0,90.0,3
700,Attibele,1200.0,3.0,105.0,3
701,Attibele,996.0,2.0,24.9,2
702,Attibele,410.0,1.0,10.0,1
703,Attibele,1200.0,3.0,110.0,3
704,Attibele,2400.0,2.0,250.0,4
705,Attibele,1700.0,3.0,65.0,3
706,Attibele,400.0,1.0,10.25,1
707,Attibele,656.0,2.0,25.0,2
708,Attibele,1500.0,3.0,90.0,3
709,Attibele,520.0,1.0,15.0,1
710,BEML Layout,1060.0,2.0,55.0,2
711,BEML Layout,2000.0,3.0,85.0,3
712,BEML Layout,999.0,2.0,45.0,2
713,BEML Layout,2400.0,4.0,225.0,5
714,BEML Layout,2000.0,2.0,85.0,3
715,BEML Layout,1194.0,2.0,65.0,2
716,BEML Layout,1200.0,2.0,67.0,2
717,BEML Layout,1200.0,5.0,325.0,3
718,BEML Layout,2400.0,2.0,228.0,2
719,BEML Layout,2000.0,3.0,85.0,3
720,BEML Layout,2000.0,3.0,85.0,3
721,BEML Layout,1194.0,2.0,65.0,2
722,BTM 2nd Stage,1260.0,5.0,185.0,3
723,BTM 2nd Stage,950.0,2.0,52.0,2
724,BTM 2nd Stage,1850.0,3.0,170.0,3
725,BTM 2nd Stage,1200.0,2.0,80.0,2
726,BTM 2nd Stage,1500.0,2.0,450.0,4
727,BTM 2nd Stage,1274.0,2.0,70.0,2
728,BTM 2nd Stage,1200.0,2.0,35.0,2
729,BTM 2nd Stage,1250.0,3.0,50.0,3
730,BTM 2nd Stage,1070.0,2.0,48.0,2
731,BTM 2nd Stage,1280.0,2.0,80.0,2
732,BTM 2nd Stage,1100.0,2.0,70.0,2
733,BTM 2nd Stage,1000.0,2.0,58.0,2
734,BTM 2nd Stage,800.0,2.0,175.0,2
735,BTM 2nd Stage,2990.0,5.0,416.0,5
736,BTM 2nd Stage,1265.0,2.0,55.0,2
737,BTM 2nd Stage,2200.0,3.0,220.0,3
738,BTM 2nd Stage,2780.0,4.0,325.0,3
739,BTM 2nd Stage,2400.0,2.0,360.0,3
740,BTM 2nd Stage,965.0,2.0,56.0,2
741,BTM 2nd Stage,1147.0,2.0,75.0,2
742,BTM 2nd Stage,2400.0,3.0,400.0,4
743,BTM 2nd Stage,1750.0,3.0,172.0,3
744,BTM 2nd Stage,1400.0,2.0,90.0,2
745,BTM 2nd Stage,1200.0,2.0,70.0,2
746,BTM 2nd Stage,1100.0,2.0,47.0,2
747,BTM 2nd Stage,930.0,2.0,46.0,2
748,BTM 2nd Stage,1265.0,2.0,55.0,3
749,BTM 2nd Stage,2500.0,3.0,345.0,3
750,BTM Layout,1150.0,2.0,63.0,2
751,BTM Layout,3000.0,3.0,338.0,3
752,BTM Layout,3300.0,6.0,165.0,6
753,BTM Layout,1450.0,2.0,81.0,3
754,BTM Layout,1776.0,2.0,75.0,3
755,BTM Layout,1458.0,3.0,79.0,3
756,BTM Layout,935.0,2.0,51.5,2
757,BTM Layout,1020.0,2.0,46.5,2
758,BTM Layout,1600.0,3.0,112.0,3
759,BTM Layout,1300.0,2.0,75.0,3
760,BTM Layout,1540.0,2.0,78.0,3
761,BTM Layout,450.0,1.0,20.0,1
762,BTM Layout,2400.0,3.0,220.0,3
763,BTM Layout,1196.0,2.0,56.81,2
764,BTM Layout,1470.0,2.0,99.0,3
765,Babusapalaya,1358.0,2.0,43.4,3
766,Babusapalaya,1213.0,2.0,41.39,3
767,Babusapalaya,1611.0,2.0,66.0,3
768,Babusapalaya,1167.0,2.0,39.98,3
769,Babusapalaya,1675.0,3.0,75.0,3
770,Babusapalaya,1141.0,2.0,46.0,2
771,Babusapalaya,1084.0,2.0,58.0,2
772,Babusapalaya,1500.0,2.0,57.0,2
773,Babusapalaya,1453.0,2.0,43.59,3
774,Babusapalaya,1050.0,2.0,45.0,2
775,Babusapalaya,1141.0,2.0,45.9,2
776,Babusapalaya,1358.0,2.0,43.1,3
777,Babusapalaya,1230.0,3.0,53.0,3
778,Babusapalaya,1105.0,2.0,40.0,2
779,Babusapalaya,1410.0,2.0,65.0,3
780,Babusapalaya,1305.0,2.0,70.0,2
781,Babusapalaya,1450.0,2.0,55.99,2
782,Babusapalaya,1100.0,2.0,38.0,2
783,Babusapalaya,1213.0,2.0,36.37,3
784,Babusapalaya,1200.0,2.0,105.0,2
785,Babusapalaya,1061.0,2.0,33.84,2
786,Babusapalaya,1061.0,2.0,38.95,2
787,Babusapalaya,1061.0,2.0,34.0,2
788,Babusapalaya,1245.0,2.0,58.0,2
789,Badavala Nagar,1494.0,2.0,94.55,3
790,Badavala Nagar,1274.0,2.0,81.0,2
791,Badavala Nagar,1842.0,3.0,115.0,3
792,Badavala Nagar,1494.0,2.0,94.55,3
793,Badavala Nagar,1145.0,2.0,57.0,2
794,Badavala Nagar,1274.0,2.0,81.0,2
795,Badavala Nagar,1494.0,2.0,94.55,3
796,Badavala Nagar,1842.0,3.0,115.0,3
797,Badavala Nagar,1842.0,3.0,115.0,3
798,Badavala Nagar,1842.0,3.0,115.0,3
799,Badavala Nagar,1274.0,2.0,90.0,2
800,Badavala Nagar,1274.0,2.0,90.0,2
801,Balagere,1210.0,2.0,80.9,2
802,Balagere,1380.0,2.0,60.0,2
803,Balagere,1590.0,3.0,79.0,3
804,Balagere,1210.0,2.0,72.0,2
805,Balagere,1205.0,2.0,78.5,2
806,Balagere,1028.0,2.0,31.86,2
807,Balagere,790.5,1.0,41.9,1
808,Balagere,1145.0,2.0,65.0,2
809,Balagere,1012.0,2.0,54.59,2
810,Balagere,1012.0,2.0,75.0,2
811,Balagere,1020.07,2.0,68.38,2
812,Balagere,1205.47,2.0,81.0,2
813,Balagere,1007.0,2.0,65.0,2
814,Balagere,656.0,1.0,53.0,1
815,Balagere,1205.0,2.0,70.0,2
816,Balagere,1210.0,2.0,74.0,2
817,Balagere,1210.0,2.0,83.0,2
818,Balagere,675.0,1.0,45.0,1
819,Balagere,656.0,1.0,43.0,1
820,Balagere,1012.0,2.0,54.59,2
821,Balagere,1012.0,2.0,64.0,2
822,Balagere,1007.0,2.0,62.0,2
823,Balagere,1007.0,2.0,67.0,2
824,Balagere,1007.0,2.0,66.0,2
825,Balagere,1205.0,2.0,63.86,2
826,Balagere,1012.0,2.0,53.58,2
827,Balagere,1007.0,2.0,75.0,2
828,Balagere,645.0,1.0,34.18,1
829,Balagere,1007.0,2.0,53.0,2
830,Balagere,1210.0,2.0,69.0,2
831,Balagere,790.5,1.0,42.295,1
832,Balagere,1012.0,2.0,65.0,2
833,Balagere,656.0,1.0,38.77,1
834,Balagere,645.0,1.0,39.0,1
835,Balagere,645.0,1.0,41.0,1
836,Balagere,1210.0,2.0,82.0,2
837,Balagere,661.0,1.0,33.0,1
838,Balagere,656.0,1.0,34.77,1
839,Balagere,1205.0,2.0,73.87,2
840,Balagere,1012.0,2.0,70.0,2
841,Balagere,645.0,1.0,55.0,1
842,Balagere,1007.0,2.0,68.0,2
843,Balagere,1205.0,2.0,67.0,2
844,Balagere,1205.0,2.0,79.0,2
845,Balagere,1012.0,2.0,68.0,2
846,Banashankari,1200.0,2.0,42.0,3
847,Banashankari,1077.0,2.0,37.64,2
848,Banashankari,1470.0,2.0,88.64,3
849,Banashankari,1300.0,2.0,75.0,3
850,Banashankari,1800.0,3.0,115.0,3
851,Banashankari,1125.0,2.0,63.0,2
852,Banashankari,2400.0,2.0,460.0,2
853,Banashankari,1340.0,2.0,53.6,3
854,Banashankari,1310.0,2.0,80.0,2
855,Banashankari,2400.0,3.0,370.0,4
856,Banashankari,2600.0,4.0,135.0,3
857,Banashankari,1900.0,2.0,170.0,3
858,Banashankari,1260.0,2.0,75.0,2
859,Banashankari,1170.0,2.0,46.79,2
860,Banashankari,2500.0,4.0,95.0,4
861,Banashankari,1350.0,2.0,83.0,3
862,Banashankari,1425.0,3.0,49.88,3
863,Banashankari,1330.0,2.0,78.0,2
864,Banashankari,1400.0,2.0,78.0,3
865,Banashankari,1700.0,3.0,125.0,3
866,Banashankari,1020.0,2.0,40.79,2
867,Banashankari,1600.0,2.0,63.98,2
868,Banashankari,1041.0,2.0,36.44,2
869,Banashankari,3580.0,3.0,411.0,3
870,Banashankari,2400.0,1.0,200.0,1
871,Banashankari,1390.0,2.0,86.0,2
872,Banashankari,1460.0,2.0,70.0,2
873,Banashankari,1200.0,2.0,60.0,2
874,Banashankari,1290.0,2.0,80.0,2
875,Banashankari,2582.0,5.0,250.0,3
876,Banashankari,1186.0,2.0,65.0,2
877,Banashankari,1650.0,3.0,101.0,3
878,Banashankari,1300.0,2.0,55.0,3
879,Banashankari,1181.0,2.0,75.0,2
880,Banashankari,1105.0,2.0,90.0,2
881,Banashankari,720.0,1.0,60.0,1
882,Banashankari,1040.0,2.0,45.0,2
883,Banashankari,1330.0,2.0,77.0,2
884,Banashankari,1200.0,2.0,49.0,2
885,Banashankari,1185.0,2.0,67.0,2
886,Banashankari,1000.0,2.0,50.0,2
887,Banashankari,1650.0,3.0,90.75,3
888,Banashankari,1650.0,3.0,101.0,3
889,Banashankari,1310.0,2.0,80.43,2
890,Banashankari,600.0,1.0,27.0,2
891,Banashankari,1430.0,2.0,87.8,2
892,Banashankari,1020.0,2.0,42.83,2
893,Banashankari,1372.0,2.0,48.02,3
894,Banashankari,1540.0,3.0,80.0,3
895,Banashankari,1195.0,2.0,35.84,2
896,Banashankari,1683.0,3.0,115.0,3
897,Banashankari,1800.0,3.0,125.0,3
898,Banashankari,1175.0,2.0,41.13,2
899,Banashankari,1750.0,2.0,89.0,3
900,Banashankari,1800.0,3.0,175.0,3
901,Banashankari,1450.0,2.0,50.75,2
902,Banashankari,1770.0,3.0,108.0,3
903,Banashankari,1800.0,3.0,125.0,3
904,Banashankari,1200.0,2.0,42.0,3
905,Banashankari,1886.0,3.0,205.0,3
906,Banashankari,1420.0,3.0,66.0,3
907,Banashankari,1200.0,3.0,74.52,3
908,Banashankari,1100.0,2.0,63.0,2
909,Banashankari,1020.0,2.0,40.79,2
910,Banashankari,2400.0,4.0,500.0,4
911,Banashankari,1260.0,2.0,75.0,2
912,Banashankari,2400.0,4.0,470.0,4
913,Banashankari,1040.0,2.0,109.0,3
914,Banashankari,1340.0,2.0,53.6,3
915,Banashankari,1426.0,3.0,85.0,3
916,Banashankari Stage II,1700.0,2.0,150.0,2
917,Banashankari Stage II,1200.0,2.0,150.0,4
918,Banashankari Stage II,1500.0,2.0,120.0,3
919,Banashankari Stage II,2400.0,3.0,510.0,5
920,Banashankari Stage II,1500.0,2.0,650.0,4
921,Banashankari Stage II,1240.0,2.0,59.52,3
922,Banashankari Stage II,1250.0,2.0,110.0,2
923,Banashankari Stage II,1260.0,2.0,95.0,3
924,Banashankari Stage II,2400.0,2.0,300.0,3
925,Banashankari Stage II,1400.0,2.0,100.0,2
926,Banashankari Stage II,2800.0,3.0,425.0,5
927,Banashankari Stage II,3000.0,3.0,450.0,3
928,Banashankari Stage II,1200.0,2.0,198.0,3
929,Banashankari Stage II,1245.0,2.0,125.0,2
930,Banashankari Stage III,8500.0,4.0,145.0,4
931,Banashankari Stage III,1305.0,2.0,58.7,3
932,Banashankari Stage III,1145.0,2.0,58.4,2
933,Banashankari Stage III,1650.0,3.0,118.0,3
934,Banashankari Stage III,2400.0,4.0,240.0,4
935,Banashankari Stage III,1350.0,2.0,68.0,3
936,Banashankari Stage III,2000.0,4.0,100.0,4
937,Banashankari Stage III,1305.0,2.0,59.0,3
938,Banashankari Stage III,1305.0,2.0,60.0,3
939,Banashankari Stage III,1200.0,2.0,42.0,2
940,Banashankari Stage III,1305.0,2.0,59.0,3
941,Banashankari Stage III,1480.0,3.0,75.48,3
942,Banashankari Stage III,1305.0,2.0,59.0,3
943,Banashankari Stage III,1304.0,2.0,111.0,2
944,Banashankari Stage III,1200.0,6.0,170.0,4
945,Banashankari Stage III,910.0,2.0,160.0,2
946,Banashankari Stage III,1000.0,2.0,120.0,3
947,Banashankari Stage III,3000.0,6.0,150.0,6
948,Banashankari Stage III,1085.0,2.0,50.0,2
949,Banashankari Stage III,1500.0,2.0,100.0,3
950,Banashankari Stage III,1350.0,1.0,145.0,1
951,Banashankari Stage III,2100.0,3.0,147.0,4
952,Banashankari Stage III,1420.0,2.0,95.0,3
953,Banashankari Stage V,1300.0,2.0,58.5,3
954,Banashankari Stage V,1305.0,2.0,49.0,3
955,Banashankari Stage V,1035.0,2.0,35.77,2
956,Banashankari Stage V,1355.0,2.0,61.0,3
957,Banashankari Stage V,1510.0,3.0,47.57,3
958,Banashankari Stage V,1650.0,3.0,51.98,3
959,Banashankari Stage V,1630.0,3.0,51.35,3
960,Banashankari Stage V,1510.0,3.0,47.57,3
961,Banashankari Stage V,1315.0,2.0,49.0,3
962,Banashankari Stage V,1540.0,3.0,48.51,3
963,Banashankari Stage V,1200.0,4.0,240.0,3
964,Banashankari Stage V,920.0,2.0,41.5,2
965,Banashankari Stage VI,1177.5,2.0,59.935,2
966,Banashankari Stage VI,4800.0,4.0,190.0,4
967,Banashankari Stage VI,2800.0,4.0,89.0,4
968,Banashankari Stage VI,1200.0,4.0,195.0,4
969,Banashankari Stage VI,2200.0,4.0,195.0,4
970,Banashankari Stage VI,1160.0,2.0,59.0,2
971,Banashankari Stage VI,1180.0,2.0,59.47,2
972,Banashankari Stage VI,1423.0,2.0,71.73,3
973,Banashankari Stage VI,1392.0,3.0,69.46,3
974,Banashankari Stage VI,1410.5,2.0,70.385,3
975,Banashankari Stage VI,4800.0,3.0,200.0,4
976,Banaswadi,1184.0,2.0,53.0,2
977,Banaswadi,1145.0,2.0,55.0,2
978,Banaswadi,6150.0,6.0,830.0,7
979,Banaswadi,1250.0,2.0,60.0,2
980,Banaswadi,1365.0,2.0,73.0,2
981,Banaswadi,1903.0,6.0,140.0,5
982,Banaswadi,1222.0,2.0,80.0,2
983,Banaswadi,870.0,2.0,38.0,2
984,Banaswadi,1200.0,2.0,60.0,2
985,Banaswadi,1600.0,3.0,74.5,3
986,Banaswadi,527.0,1.0,35.0,1
987,Banaswadi,1340.0,2.0,73.0,2
988,Banaswadi,1008.0,2.0,52.0,2
989,Banaswadi,2250.0,5.0,240.0,5
990,Banaswadi,1105.0,2.0,57.0,2
991,Banjara Layout,1294.0,2.0,48.0,3
992,Banjara Layout,1200.0,2.0,70.0,2
993,Banjara Layout,1050.0,2.0,64.8,2
994,Banjara Layout,753.0,3.0,59.5,2
995,Banjara Layout,900.0,3.0,79.0,3
996,Banjara Layout,3750.0,5.0,145.0,4
997,Banjara Layout,2500.0,4.0,140.0,3
998,Banjara Layout,1200.0,4.0,105.0,4
999,Bannerghatta,1375.0,3.0,57.0,3
1000,Bannerghatta,2611.0,3.0,239.0,3
1001,Bannerghatta,3012.0,6.0,250.0,4
1002,Bannerghatta,3012.0,6.0,268.0,4
1003,Bannerghatta,1665.0,3.0,110.0,3
1004,Bannerghatta,1618.0,3.0,68.0,3
1005,Bannerghatta,2370.0,4.0,195.0,3
1006,Bannerghatta,1100.0,2.0,66.0,2
1007,Bannerghatta,2895.5,2.0,246.0,4
1008,Bannerghatta,1113.0,2.0,70.0,2
1009,Bannerghatta,1200.0,2.0,73.2,2
1010,Bannerghatta,1070.0,2.0,87.0,2
1011,Bannerghatta,1776.0,3.0,124.0,3
1012,Bannerghatta,1776.0,3.0,150.0,3
1013,Bannerghatta,1320.0,2.0,50.0,2
1014,Bannerghatta,1120.0,2.0,42.5,2
1015,Bannerghatta Road,500.0,1.0,18.5,1
1016,Bannerghatta Road,1050.0,2.0,65.0,2
1017,Bannerghatta Road,1200.0,2.0,125.0,4
1018,Bannerghatta Road,1170.0,2.0,66.0,3
1019,Bannerghatta Road,595.0,1.0,33.32,1
1020,Bannerghatta Road,1445.0,3.0,95.0,3
1021,Bannerghatta Road,1640.0,2.0,120.0,3
1022,Bannerghatta Road,1380.0,3.0,58.0,4
1023,Bannerghatta Road,1460.0,2.0,90.0,3
1024,Bannerghatta Road,1556.0,2.0,59.13,3
1025,Bannerghatta Road,1179.0,2.0,66.02,2
1026,Bannerghatta Road,1122.5,2.0,58.935,2
1027,Bannerghatta Road,793.0,2.0,45.0,2
1028,Bannerghatta Road,1484.0,3.0,52.5,3
1029,Bannerghatta Road,1400.0,2.0,78.0,2
1030,Bannerghatta Road,2700.0,5.0,158.0,5
1031,Bannerghatta Road,1215.0,2.0,50.0,2
1032,Bannerghatta Road,1654.0,3.0,100.0,3
1033,Bannerghatta Road,1181.0,2.0,55.0,2
1034,Bannerghatta Road,1460.0,2.0,72.0,3
1035,Bannerghatta Road,1200.0,2.0,75.0,2
1036,Bannerghatta Road,1760.0,3.0,67.0,3
1037,Bannerghatta Road,595.0,1.0,31.83,1
1038,Bannerghatta Road,1105.0,2.0,51.0,2
1039,Bannerghatta Road,1255.0,2.0,65.26,2
1040,Bannerghatta Road,1550.0,3.0,78.0,3
1041,Bannerghatta Road,1550.0,3.0,82.0,3
1042,Bannerghatta Road,1550.0,2.0,75.0,3
1043,Bannerghatta Road,1650.0,3.0,122.0,3
1044,Bannerghatta Road,912.0,2.0,55.0,2
1045,Bannerghatta Road,1218.0,2.0,73.0,2
1046,Bannerghatta Road,1427.0,2.0,48.51,3
1047,Bannerghatta Road,1115.0,2.0,65.12,2
1048,Bannerghatta Road,1344.0,2.0,42.0,3
1049,Bannerghatta Road,1893.0,3.0,100.0,3
1050,Bannerghatta Road,1600.0,3.0,95.0,3
1051,Bannerghatta Road,1275.0,2.0,65.0,2
1052,Bannerghatta Road,892.0,2.0,39.0,2
1053,Bannerghatta Road,1880.0,3.0,95.0,3
1054,Bannerghatta Road,1260.0,2.0,70.0,2
1055,Bannerghatta Road,1788.0,3.0,90.0,3
1056,Bannerghatta Road,1157.0,2.0,40.0,2
1057,Bannerghatta Road,1150.0,2.0,65.0,2
1058,Bannerghatta Road,10000.0,4.0,450.0,4
1059,Bannerghatta Road,1100.0,2.0,39.0,2
1060,Bannerghatta Road,1400.0,3.0,68.0,3
1061,Bannerghatta Road,1725.0,3.0,110.0,3
1062,Bannerghatta Road,1850.0,6.0,150.0,6
1063,Bannerghatta Road,9000.0,4.0,390.0,3
1064,Bannerghatta Road,950.0,2.0,38.0,2
1065,Bannerghatta Road,1220.0,2.0,80.0,2
1066,Bannerghatta Road,1130.0,2.0,78.0,2
1067,Bannerghatta Road,1350.0,2.0,51.0,3
1068,Bannerghatta Road,1486.0,3.0,83.22,3
1069,Bannerghatta Road,1460.0,2.0,75.0,3
1070,Bannerghatta Road,1015.0,2.0,48.0,2
1071,Bannerghatta Road,1115.0,2.0,61.0,2
